,Symbol,Name,Sector,Industry,market,CIK
258,APLT,Applied Therapeutics Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001697532
259,APM,Aptorum Group Limited Class A Ordinary Shares,Health Care,Major Pharmaceuticals,nasdaq,0001734005
260,APOG,Apogee Enterprises Inc. Common Stock,Capital Goods,Auto Parts:O.E.M.,nasdaq,0000006845
261,APOP,Cellect Biotechnology Ltd. American Depositary Shares,Health Care,Medical/Dental Instruments,nasdaq,0001671502
262,APOPW,Cellect Biotechnology Ltd. Warrants to Purchase ADRs,Health Care,Medical/Dental Instruments,nasdaq,0001671502
263,APPF,AppFolio Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,nasdaq,0001433195
264,APPH,AppHarvest Inc. Common Stock,Consumer Non-Durables,Farming/Seeds/Milling,nasdaq,0001807707
265,APPHW,AppHarvest Inc. Warrants,Consumer Non-Durables,Farming/Seeds/Milling,nasdaq,0001807707
266,APPN,Appian Corporation Class A Common Stock,Technology,Computer Software: Prepackaged Software,nasdaq,0001441683
267,APPS,Digital Turbine Inc. Common Stock,Miscellaneous,Multi-Sector Companies,nasdaq,0000317788
268,APR,Apria Inc. Common Stock,Health Care,Medical/Nursing Services,nasdaq,0001735803
269,APRE,Aprea Therapeutics Inc. Common stock,Health Care,Major Pharmaceuticals,nasdaq,0001781983
270,APTO,Aptose Biosciences Inc. Common Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq,0000882361
271,APTX,Aptinyx Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001674365
272,APVO,Aptevo Therapeutics Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001671584
273,APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),Basic Industries,Telecommunications Equipment,nasdaq,0001026980
274,APXT,Apex Technology Acquisition Corporation Class A Common Stock,Technology,Computer Software: Prepackaged Software,nasdaq,0001777921
275,APXTU,Apex Technology Acquisition Corporation Unit,Technology,Computer Software: Prepackaged Software,nasdaq,0001777921
276,APXTW,Apex Technology Acquisition Corporation Warrant,Technology,Computer Software: Prepackaged Software,nasdaq,0001777921
277,APYX,Apyx Medical Corporation Common Stock,Health Care,Medical/Dental Instruments,nasdaq,0000719135
278,AQB,AquaBounty Technologies Inc. Common Stock,,,nasdaq,0001603978
279,AQMS,Aqua Metals Inc. Common Stock,Basic Industries,Metal Fabrications,nasdaq,0001621832
280,AQST,Aquestive Therapeutics Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001398733
281,ARAV,Aravive Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001513818
282,ARAY,Accuray Incorporated Common Stock,Health Care,Medical/Dental Instruments,nasdaq,0001138723
283,ARBG,Aequi Acquisition Corp. Class A Common Stock,Finance,Business Services,nasdaq,0001823826
284,ARBGU,Aequi Acquisition Corp. Unit,Finance,Business Services,nasdaq,0001823826
285,ARBGW,Aequi Acquisition Corp. warrants,Finance,Business Services,nasdaq,0001823826
286,ARCB,ArcBest Corporation Common Stock,Transportation,Trucking Freight/Courier Services,nasdaq,0000894405
287,ARCC,Ares Capital Corporation Common Stock,,,nasdaq,0001287750
288,ARCE,Arco Platform Limited Class A Common Shares,Consumer Services,Other Consumer Services,nasdaq,0001740594
289,ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001768224
290,ARDS,Aridis Pharmaceuticals Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001614067
291,ARDX,Ardelyx Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001437402
292,AREC,American Resources Corporation Class A Common Stock,Consumer Services,Other Consumer Services,nasdaq,0001590715
293,ARGX,argenx SE American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq,0001697862
294,ARKO,ARKO Corp. Common Stock,Consumer Non-Durables,Food Chains,nasdaq,0001823794
295,ARKOW,ARKO Corp. Warrant,Consumer Non-Durables,Food Chains,nasdaq,0001823794
296,ARKR,Ark Restaurants Corp. Common Stock,Consumer Services,Restaurants,nasdaq,0000779544
297,ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,Energy,Coal Mining,nasdaq,0001086600
298,ARNA,Arena Pharmaceuticals Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001080709
299,AROW,Arrow Financial Corporation Common Stock,Finance,Major Banks,nasdaq,0000717538
300,ARPO,Aerpio Pharmaceuticals Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001422142
301,ARQT,Arcutis Biotherapeutics Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001787306
302,ARRWU,Arrowroot Acquisition Corp. Unit,Finance,Business Services,nasdaq,0001835972
303,ARRY,Array Technologies Inc. Common Stock,Consumer Durables,Miscellaneous manufacturing industries,nasdaq,0001820721
304,ARTL,Artelo Biosciences Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001621221
305,ARTLW,Artelo Biosciences Inc. Warrant,Health Care,Major Pharmaceuticals,nasdaq,0001621221
306,ARTNA,Artesian Resources Corporation Class A Common Stock,Public Utilities,Water Supply,nasdaq,0000863110
307,ARTW,Art's-Way Manufacturing Co. Inc. Common Stock,Capital Goods,Industrial Machinery/Components,nasdaq,0000007623
308,ARVL,Arrival Ordinary Shares,Finance,Business Services,nasdaq,0001835059
309,ARVLW,Arrival Warrant,Finance,Business Services,nasdaq,0001835059
310,ARVN,Arvinas Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001655759
311,ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0000879407
312,ARYA,ARYA Sciences Acquisition Corp III Class A Ordinary Shares,Finance,Business Services,nasdaq,0001808805
313,ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,,,nasdaq,0001838821
314,ASAX,Astrea Acquisition Corp. Class A Common Stock,Finance,Business Services,nasdaq,0001824211
315,ASAXU,Astrea Acquisition Corp. Unit,Finance,Business Services,nasdaq,0001824211
316,ASAXW,Astrea Acquisition Corp. Warrant,Finance,Business Services,nasdaq,0001824211
317,ASLE,AerSale Corporation Common Stock,Consumer Durables,Industrial Specialties,nasdaq,0001754170
318,ASLEW,AerSale Corporation Warrants,Consumer Durables,Industrial Specialties,nasdaq,0001754170
319,ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,Health Care,Major Pharmaceuticals,nasdaq,0001722926
320,ASMB,Assembly Biosciences Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001426800
321,ASML,ASML Holding N.V. New York Registry Shares,Technology,Industrial Machinery/Components,nasdaq,0000937966
322,ASND,Ascendis Pharma A/S American Depositary Shares,Health Care,Major Pharmaceuticals,nasdaq,0001612042
323,ASO,Academy Sports and Outdoors Inc. Common Stock,Consumer Services,Other Specialty Stores,nasdaq,0001817358
324,ASPCU,Alpha Capital Acquisition Company Unit,Finance,Business Services,nasdaq,0001836547
325,ASPS,Altisource Portfolio Solutions S.A. Common Stock,Consumer Services,Other Consumer Services,nasdaq,0001462418
326,ASPU,Aspen Group Inc. Common Stock,Consumer Services,Other Consumer Services,nasdaq,0001487198
327,ASRT,Assertio Holdings Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001808665
328,ASRV,AmeriServ Financial Inc. Common Stock,Finance,Major Banks,nasdaq,0000707605
329,ASRVP,AmeriServ Financial Inc. AmeriServ Financial Trust I - 8.45% Beneficial Unsecured Securities Series A,Finance,Major Banks,nasdaq,0000707605
330,ASTC,Astrotech Corporation (DE) Common Stock,Capital Goods,Biotechnology: Laboratory Analytical Instruments,nasdaq,0001001907
331,ASTE,Astec Industries Inc. Common Stock,Capital Goods,Construction/Ag Equipment/Trucks,nasdaq,0000792987
332,ASUR,Asure Software Inc Common Stock,Technology,EDP Services,nasdaq,0000884144
333,ASYS,Amtech Systems Inc. Common Stock,Technology,Industrial Machinery/Components,nasdaq,0000720500
334,ATAX,America First Multifamily Investors L.P. Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests,Finance,Finance: Consumer Services,nasdaq,0001059142
335,ATCX,Atlas Technical Consultants Inc. Class A Common Stock,Consumer Services,Professional Services,nasdaq,0001751143
336,ATEC,Alphatec Holdings Inc. Common Stock,Health Care,Medical/Dental Instruments,nasdaq,0001350653
337,ATEX,Anterix Inc. Common Stock,Public Utilities,Telecommunications Equipment,nasdaq,0001304492
338,ATHA,Athira Pharma Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq,0001620463
339,ATHE,Alterity Therapeutics Limited American Depositary Shares,Health Care,Major Pharmaceuticals,nasdaq,0001131343
340,ATHX,Athersys Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001368148
341,ATIF,ATIF Holdings Limited Ordinary Shares,Consumer Services,Professional Services,nasdaq,0001755058
342,ATLC,Atlanticus Holdings Corporation Common Stock,Finance,Finance: Consumer Services,nasdaq,0001464343
343,ATLO,Ames National Corporation Common Stock,Finance,Major Banks,nasdaq,0001132651
344,ATNF,180 Life Sciences Corp. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001690080
345,ATNFW,180 Life Sciences Corp. Warrant,Health Care,Major Pharmaceuticals,nasdaq,0001690080
346,ATNI,ATN International Inc. Common Stock,Public Utilities,Telecommunications Equipment,nasdaq,0000879585
347,ATNX,Athenex Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001300699
348,ATOM,Atomera Incorporated Common Stock,Technology,Semiconductors,nasdaq,0001420520
349,ATOS,Atossa Therapeutics Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001488039
350,ATRA,Atara Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq,0001604464
351,ATRC,AtriCure Inc. Common Stock,Health Care,Medical/Dental Instruments,nasdaq,0001323885
352,ATRI,Atrion Corporation Common Stock,Health Care,Medical/Dental Instruments,nasdaq,0000701288
353,ATRO,Astronics Corporation Common Stock,Capital Goods,Military/Government/Technical,nasdaq,0000008063
354,ATRS,Antares Pharma Inc. Common Stock,Health Care,Medical/Dental Instruments,nasdaq,0001016169
355,ATSG,Air Transport Services Group Inc,Transportation,Air Freight/Delivery Services,nasdaq,0000894081
356,ATSPU,Archimedes Tech SPAC Partners Co. Unit,Finance,Business Services,nasdaq,0001840856
357,ATVCU,Tribe Capital Growth Corp I Units,Finance,Business Services,nasdaq,0001831874
358,ATVI,Activision Blizzard Inc. Common Stock,Technology,Computer Software: Prepackaged Software,nasdaq,0000718877
359,ATXI,Avenue Therapeutics Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001644963
360,AUB,Atlantic Union Bankshares Corporation Common Stock,Finance,Major Banks,nasdaq,0000883948
361,AUBAP,Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A,Finance,Major Banks,nasdaq,0000883948
362,AUBN,Auburn National Bancorporation Inc. Common Stock,Finance,Major Banks,nasdaq,0000750574
363,AUDC,AudioCodes Ltd. Common Stock,Public Utilities,Telecommunications Equipment,nasdaq,0001086434
364,AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,Health Care,Major Pharmaceuticals,nasdaq,0001600620
365,AURCU,Aurora Acquisition Corp. Unit,Finance,Business Services,nasdaq,0001835856
366,AUTL,Autolus Therapeutics plc American Depositary Share,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq,0001730463
367,AUTO,AutoWeb Inc. Common Stock,Technology,Computer Software: Programming Data Processing,nasdaq,0001023364
368,AUUD,Auddia Inc. Common Stock,Technology,EDP Services,nasdaq,0001554818
369,AUUDW,Auddia Inc. Warrants,Technology,EDP Services,nasdaq,0001554818
370,AUVI,Applied UV Inc. Common Stock,Consumer Durables,Building Products,nasdaq,0001811109
371,AVAV,AeroVironment Inc. Common Stock,Capital Goods,Aerospace,nasdaq,0001368622
372,AVCO,Avalon GloboCare Corp. Common Stock,Consumer Services,Professional Services,nasdaq,0001630212
373,AVCT,American Virtual Cloud Technologies Inc. Common Stock ,Technology,EDP Services,nasdaq,0001704760
374,AVCTW,American Virtual Cloud Technologies Inc. Warrant expiring 4/7/2025,Technology,EDP Services,nasdaq,0001704760
375,AVDL,Avadel Pharmaceuticals plc American Depositary Shares,Health Care,Major Pharmaceuticals,nasdaq,0001012477
376,AVEO,AVEO Pharmaceuticals Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001325879
377,AVGO,Broadcom Inc. Common Stock,Technology,Semiconductors,nasdaq,0001730168
378,AVGOP,Broadcom Inc. 8.00% Mandatory Convertible Preferred Stock Series A,Technology,Semiconductors,nasdaq,0001730168
379,AVGR,Avinger Inc. Common Stock,Health Care,Medical/Dental Instruments,nasdaq,0001506928
380,AVID,Avid Technology Inc. Common Stock,Technology,Computer Software: Prepackaged Software,nasdaq,0000896841
381,AVIR,Atea Pharmaceuticals Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001593899
382,AVNW,Aviat Networks Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,nasdaq,0001377789
383,AVO,Mission Produce Inc. Common Stock,Consumer Non-Durables,Farming/Seeds/Milling,nasdaq,0001802974
384,AVRO,AVROBIO Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq,0001681087
385,AVT,Avnet Inc. Common Stock,Technology,Electronic Components,nasdaq,0000008858
386,AVXL,Anavex Life Sciences Corp. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,nasdaq,0001314052
387,AWH,Aspira Women's Health Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,nasdaq,0000926617
388,AWRE,Aware Inc. Common Stock,Technology,Computer Software: Prepackaged Software,nasdaq,0001015739
389,AXAS,Abraxas Petroleum Corporation Common Stock,Energy,Oil & Gas Production,nasdaq,0000867665
390,AXDX,Accelerate Diagnostics Inc. Common Stock,Capital Goods,Biotechnology: Laboratory Analytical Instruments,nasdaq,0000727207
391,AXGN,Axogen Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,nasdaq,0000805928
392,AXLA,Axcella Health Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq,0001633070
393,AXNX,Axonics Modulation Technologies Inc. Common Stock,Health Care,Medical/Dental Instruments,nasdaq,0001603756
394,AXON,Axon Enterprise Inc. Common Stock,Capital Goods,Ordnance And Accessories,nasdaq,0001069183
395,AXSM,Axsome Therapeutics Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001579428
396,AXTI,AXT Inc Common Stock,Technology,Semiconductors,nasdaq,0001051627
397,AY,Atlantica Sustainable Infrastructure plc Ordinary Shares,Public Utilities,Electric Utilities: Central,nasdaq,0001601072
398,AYLA,Ayala Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq,0001797336
399,AYRO,AYRO Inc. Common Stock,Consumer Services,Telecommunications Equipment,nasdaq,0001086745
400,AYTU,Aytu BioPharma Inc.  Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001385818
401,AZN,AstraZeneca PLC American Depositary Shares,Health Care,Major Pharmaceuticals,nasdaq,0000901832
402,AZPN,Aspen Technology Inc. Common Stock,Technology,EDP Services,nasdaq,0000929940
403,AZRX,AzurRx BioPharma Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001604191
404,AZYO,Aziyo Biologics Inc. Class A Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq,0001708527
405,BAND,Bandwidth Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,nasdaq,0001514416
406,BANF,BancFirst Corporation Common Stock,Finance,Major Banks,nasdaq,0000760498
407,BANFP,BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities,Finance,Major Banks,nasdaq,0000760498
408,BANR,Banner Corporation Common Stock,Finance,Major Banks,nasdaq,0000946673
409,BANX,StoneCastle Financial Corp Common Stock,,,nasdaq,0001578987
410,BAOS,Baosheng Media Group Holdings Limited Ordinary shares,Miscellaneous,Business Services,nasdaq,0001811216
411,BATRA,Liberty Media Corporation Series A Liberty Braves Common Stock,Consumer Services,Broadcasting,nasdaq,0001560385
412,BATRK,Liberty Media Corporation Series C Liberty Braves Common Stock,Consumer Services,Broadcasting,nasdaq,0001560385
413,BBBY,Bed Bath & Beyond Inc. Common Stock,Consumer Services,Home Furnishings,nasdaq,0000886158
414,BBCP,Concrete Pumping Holdings Inc. Common Stock,Basic Industries,Engineering & Construction,nasdaq,0001703956
415,BBGI,Beasley Broadcast Group Inc. Class A Common Stock,Consumer Services,Broadcasting,nasdaq,0001099160
416,BBI,Brickell Biotech Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq,0000819050
417,BBIG,Vinco Ventures Inc. Common Stock,Consumer Non-Durables,Recreational Products/Toys,nasdaq,0001717556
418,BBIO,BridgeBio Pharma Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001743881
419,BBQ,BBQ Holdings Inc. Common Stock,Consumer Services,Restaurants,nasdaq,0001021270
420,BBSI,Barrett Business Services Inc. Common Stock,Technology,Professional Services,nasdaq,0000902791
421,BCAB,BioAtla Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq,0001826892
422,BCAC,Brookline Capital Acquisition Corp. Common Stock,Finance,Business Services,nasdaq,0001814140
423,BCACU,Brookline Capital Acquisition Corp. Units,Finance,Business Services,nasdaq,0001814140
424,BCAC,Brookline Capital Acquisition Corp. Warrant,Finance,Business Services,nasdaq,0001814140
425,BCBP,BCB Bancorp Inc. (NJ) Common Stock,Finance,Savings Institutions,nasdaq,0001228454
426,BCDA,BioCardia Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq,0000925741
